CUSTOMER_ID_MAP_FROM, CUSTOMER_ID_MAP_TO, QUICKBOOKS_DISPLAY_NAME
47876f948081a38c49cfab1d873bea21,343e41298e657221a36588f08718f011,"Trussle Lab Ltd"
110c473031e43fc9bfb52dce52e11487,6004b6541ab63e2010db1034b0157a29,"UrbanStems"
3f4e0a34853a4416bd1c73d0cfee1c19,f658522fd043439f51796ae0ea9d6f83,"UserVoice"
1c99764140a199d6d625c7840042fe3d,3276a84c5141d3d515eca56047d55246,"uSwitch Limited"
22652dd563010db4efdd9a2ead09c14c,59d9ec6832abf99c011e7275f9e44436,"Veelo"
5526642883ca52b05846a4b5766c4c9a,8051333e084eaf9b7cdb2055b90e5f0e,"Virta Health"
5f244d48ab4b661a0f1071f066928a7a,63e79efe0d97acba9838bd09325779d6,"Vistek, Ltd"
15800222b08546a2864622ee13747091,9feef50902511e417f551a1a2d16b327,"Visual Bi Solutions Inc."
578723d94e28263771325155909f310c,f54d3cf8fb2546a6a8b7ab34140cd2e1,"WayUp"
bdc487f8adcf80d694ec5dd64c8f8788,be5588c199cef6eab7103443f69cbf42,"Weights and Biases"
f40e38815ea05089a2210998e62f6df6,48f55c79286a39ad7a640700d05515a8,"Wheely"
2206fc06e0a51977a3502fe5174b03b0,7a088329ee047bd7391b4a4003ce53c5,"Wildbit"
0674cbc383b168a350adf2d56f872000,debde3ac3a6edd041239d420d57e4b8e,"Wonder​"
c5a39b8a411e5161dd1a2192e932725d,8e320d69da9682d5ad112c6736f854eb,"Xinova, LLC"
5307266aecfbbb66dd664d397088894d,88d3f48ed61f6479b8ab0e8bf398a1aa,"Zenefits"
a84e741df096f1a57e5457880ba3b9dc,51e451252b38591c78e24aecb0b3b8fe,"Tortuga/Litelean Inc"
